0,1.00E-06,8.20E-04,1.00E-06,8.91E-04,1.98E-02,6.79E-02,9.63E-02,3.31E-01
1,1.00E-06,7.81E-04,1.00E-06,8.43E-04,1.31E-02,4.50E-02,5.82E-02,2.00E-01
